question,course,document
What does path.parent.mkdir(parents=True) do and when should I set parents=True?,data-engineering-zoomcamp,934facf8
Why should I convert a Path to a POSIX string with as_posix() before saving the file?,data-engineering-zoomcamp,934facf8
"Could creating the directory at runtime cause race conditions or permission errors, and how can I handle those safely?",data-engineering-zoomcamp,934facf8
Where can I find the missing steps for deploying Mage to GCP that the video skipped?,data-engineering-zoomcamp,a2c7b59f
How should I set my GCP project ID inside the Terraform variables.tf file before deployment?,data-engineering-zoomcamp,a2c7b59f
Which GCP API needs to be enabled for this deployment and how do I enable it in the Cloud Console?,data-engineering-zoomcamp,a2c7b59f
What Terraform commands do I run to deploy Mage to GCP and what prompts should I expect during the process?,data-engineering-zoomcamp,a2c7b59f
How do I provide the PostgreSQL password and confirm changes when Terraform asks during terraform apply?,data-engineering-zoomcamp,a2c7b59f
What changes are required to run multiple Mage Docker containers from different directories on the same machine without port conflicts?,data-engineering-zoomcamp,997d4aaa
"In a docker-compose port mapping like ""8088:6789"", which number is the host port and can I change the container port Mage listens on?",data-engineering-zoomcamp,997d4aaa
"If I run Mage inside a VM, what must I do so the mapped host port is reachable from outside the VM?",data-engineering-zoomcamp,997d4aaa
"When Terraform inside a GCE VM fails with ""Request had insufficient authentication scopes"" while creating resources, which API scope is missing and how can I add it to an existing VM?",data-engineering-zoomcamp,997d4aaa
"Do I need to recreate a GCE VM to grant it Cloud API access scopes, or can I modify those scopes from the console after stopping the VM?",data-engineering-zoomcamp,997d4aaa
Why does Terraform fail with a security policy/quota error on a GCP free trial account?,data-engineering-zoomcamp,bc269b95
Is there an alternative to deleting the load balancer files if my account lacks that service?,data-engineering-zoomcamp,bc269b95
"What exact sequence of commands should I run to remove the load balancer config, destroy partial resources, and reapply Terraform?",data-engineering-zoomcamp,bc269b95
How can I find and safely comment out the specific lines in main.tf that reference the load balancer?,data-engineering-zoomcamp,bc269b95
"If I delete the load balancer files now, what is the procedure to restore them later once my GCP account supports the service?",data-engineering-zoomcamp,bc269b95
"When I run terraform apply for the GCP Part 2 lab I get an error — which fields in variables.tf do I need to set before re-running apply (project-id, region, zones)?",data-engineering-zoomcamp,10ea342e
"How long should deploying MAGE with Terraform from a GCP VM take, and is it okay to let it run without interrupting if it seems slow?",data-engineering-zoomcamp,10ea342e
"If I interrupted a failed terraform apply, should I run terraform destroy before trying again, and can terraform destroy leave behind partial resources that I must remove manually?",data-engineering-zoomcamp,10ea342e
"If terraform destroy didn’t remove everything, how can I locate and delete leftover resources in the Google Cloud Console (for example a Filestore named mage-data-prep)?",data-engineering-zoomcamp,10ea342e
My GCP free credits are being used up quickly after running the MAGE Terraform IaC — how can I check what’s charging me and stop the resources that are costing me credits?,data-engineering-zoomcamp,10ea342e
Why did I receive an IAM_PERMISSION_DENIED error when creating a VPC connector with Terraform?,data-engineering-zoomcamp,4bd23594
What IAM role lets a service account create Serverless VPC Access connectors?,data-engineering-zoomcamp,4bd23594
How can I add the Serverless VPC Access Admin role to the service account used by Terraform?,data-engineering-zoomcamp,4bd23594
Should I grant the role at the project level or on the specific location resource to allow connector creation?,data-engineering-zoomcamp,4bd23594
"Do I need to enable a specific API before creating a Serverless VPC connector, and which one?",data-engineering-zoomcamp,4bd23594
Why can't I save a file to 'data/green' — it says the directory doesn't exist?,data-engineering-zoomcamp,b0d48cd7
How can I create the target folder in Python before saving a file (for example with pathlib)?,data-engineering-zoomcamp,b0d48cd7
How do I make Git include a previously empty directory so it gets pushed to GitHub?,data-engineering-zoomcamp,b0d48cd7
When using GitHub-backed storage my relative local write fails — should I write locally with a full path and use a different path for the GCS upload?,data-engineering-zoomcamp,b0d48cd7
Where can I find a short example of using pathlib to create a directory before writing a file?,data-engineering-zoomcamp,b0d48cd7
Why does my workflow throw a missing-column error for the pickup datetime when I run it on one dataset but not the other?,data-engineering-zoomcamp,70a37f2c
How should I modify the provided scripts so they run correctly against both the green and yellow taxi datasets that use different pickup timestamp fields?,data-engineering-zoomcamp,70a37f2c
Which color dataset uses the 'lpep' pickup field and which uses the 'tpep' pickup field?,data-engineering-zoomcamp,70a37f2c
Is there a recommended way to detect at runtime which pickup timestamp column is present and handle both formats in a single pipeline?,data-engineering-zoomcamp,70a37f2c
"Which files or pipeline stages (ingest, schema definition, or transform) are the right place to change the pickup column name to prevent job failures?",data-engineering-zoomcamp,70a37f2c
Why does my download stop immediately when I try to read a large CSV with pandas?,data-engineering-zoomcamp,8ab78bee
How can I stream a large CSV from a URL with pandas to avoid running out of memory?,data-engineering-zoomcamp,8ab78bee
What parameters do I need to pass to pd.read_csv to iterate over a file in chunks?,data-engineering-zoomcamp,8ab78bee
How can I append data to an existing parquet file using pandas and which engine is required?,data-engineering-zoomcamp,8ab78bee
Which compression and engine settings should I use to write parquet in append mode with pandas?,data-engineering-zoomcamp,8ab78bee
Why does pushing my image return 'denied: requested access to the resource is denied' and how do I resolve it?,data-engineering-zoomcamp,54c6db2f
How do I verify I'm logged into Docker Desktop and log in correctly before pushing an image?,data-engineering-zoomcamp,54c6db2f
"If I built an image under a different name, how can I retag it to match my Docker Hub username so I can push it?",data-engineering-zoomcamp,54c6db2f
What is the correct image name:tag format I should use so the push goes to my account?,data-engineering-zoomcamp,54c6db2f
"Can I push an image if I used the wrong username when building, or do I need to rebuild — what commands should I run?",data-engineering-zoomcamp,54c6db2f
What does a 'Killed' message during a flow run indicate?,data-engineering-zoomcamp,c5b998f3
How can I confirm the VM ran out of memory as the cause of the 'Killed' error?,data-engineering-zoomcamp,c5b998f3
"If my VM has 8GB of RAM, is increasing it to 16GB recommended to fix the issue?",data-engineering-zoomcamp,c5b998f3
How do I increase the RAM available to my VM to prevent the flow being killed?,data-engineering-zoomcamp,c5b998f3
"Are there alternatives to adding memory, such as optimizing the script to use less RAM?",data-engineering-zoomcamp,c5b998f3
How can I find which directories are consuming the most disk space on my GCP VM after experimenting with Prefect?,data-engineering-zoomcamp,eec29536
Where does Prefect store cached flow files on the VM and how can I remove older cached flows to free space?,data-engineering-zoomcamp,eec29536
"If I delete cached flow files from the VM, do I also need to remove the corresponding flow in the Prefect UI to avoid errors when running the next flow?",data-engineering-zoomcamp,eec29536
On macOS I get urllib.error.URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED]> when running flows — what fixes should I try?,data-engineering-zoomcamp,eec29536
What exact steps or commands should I run on macOS to install or update Python SSL certificates (for example using pip or the Install Certificates.command) to resolve the certificate verify error?,data-engineering-zoomcamp,eec29536
What does exit code 137 mean when my Docker container stops?,data-engineering-zoomcamp,727e5a69
How can I free up RAM on my computer before starting the container?,data-engineering-zoomcamp,727e5a69
How do I increase the memory allocated to Docker on my machine?,data-engineering-zoomcamp,727e5a69
"If I can't raise local RAM, can I use GitPod or another free online compute service for the assignment?",data-engineering-zoomcamp,727e5a69
"For Homework Question 3's large dataset, what strategies can I use to reduce the container's memory usage or work with a smaller subset?",data-engineering-zoomcamp,727e5a69
Why does my ETL that downloads from the web and uploads to Google Cloud Storage time out when run inside WSL2?,data-engineering-zoomcamp,da899638
How can loading large files into memory during the pipeline cause WSL2 to crash or hang?,data-engineering-zoomcamp,da899638
What practical steps can I take to prevent network errors and resource exhaustion when uploading large monthly taxi datasets to GCS?,data-engineering-zoomcamp,da899638
Will converting files to Parquet before uploading reduce size enough to avoid timeouts?,data-engineering-zoomcamp,da899638
How do I change the upload timeout for gcp_cloud_storage_bucket_block.upload_from_path and what timeout value should I use for large files?,data-engineering-zoomcamp,da899638
Why do I get a missing-column error for green_taxi when exporting transformed data to PostgreSQL after re-running the export block?,data-engineering-zoomcamp,dde58c8f
What SQL command should I run in Mage to drop the existing green_taxi table so I can re-run the export?,data-engineering-zoomcamp,dde58c8f
"Will dropping the green_taxi table delete my transformed data permanently, and is there a safer way to re-run the export without losing data?",data-engineering-zoomcamp,dde58c8f
Can I configure the export block to automatically overwrite or replace the existing table instead of manually dropping it each time?,data-engineering-zoomcamp,dde58c8f
"After dropping the table in Mage, are there any additional steps required before re-running the export block to PostgreSQL?",data-engineering-zoomcamp,dde58c8f
Why does pandas warn when I set values on a sliced DataFrame?,data-engineering-zoomcamp,207be93b
How does using data.loc[...] = value ensure the assignment goes to the original DataFrame rather than a copy?,data-engineering-zoomcamp,207be93b
What is the recommended way to add a new column to the original DataFrame without triggering that warning?,data-engineering-zoomcamp,207be93b
How can I check whether my slice is a view or a copy before I assign new values?,data-engineering-zoomcamp,207be93b
"When is it safe to ignore this warning, and what are the risks if I do?",data-engineering-zoomcamp,207be93b
How do I run PySpark in Mage to process very large CSV files on a low-powered laptop?,data-engineering-zoomcamp,f0617e65
What steps do I follow to switch my notebook kernel from Python/Pandas to PySpark in Mage?,data-engineering-zoomcamp,f0617e65
Why should I use PySpark instead of Pandas for the NYC CSV datasets?,data-engineering-zoomcamp,f0617e65
Where can I find Mage's official documentation for integrating Spark/PySpark?,data-engineering-zoomcamp,f0617e65
Is there a guide or example workflow for using the PySpark kernel with Mage on big CSV files?,data-engineering-zoomcamp,f0617e65
Why do I get an error when I try to delete a block in my pipeline?,data-engineering-zoomcamp,6290a1a6
What steps should I follow to remove a block from a pipeline without causing errors?,data-engineering-zoomcamp,6290a1a6
Do I need to disconnect a block from other blocks before I delete it?,data-engineering-zoomcamp,6290a1a6
How can I remove the connection between two blocks in the pipeline?,data-engineering-zoomcamp,6290a1a6
"If deleting a block fails, will deleting its connections first fix the problem?",data-engineering-zoomcamp,6290a1a6
Why won't Mage UI let me change a pipeline's name and shows an access error?,data-engineering-zoomcamp,5a06248c
What should I do if renaming a pipeline in Mage UI fails because of permission problems?,data-engineering-zoomcamp,5a06248c
"If I can't rename the pipeline now, will continuing work and saving later let me edit the name afterward?",data-engineering-zoomcamp,5a06248c
Is there a known fix or setting to stop this rename restriction from happening again?,data-engineering-zoomcamp,5a06248c
Is there an alternative method (CLI or config) to rename a pipeline when the UI blocks the change?,data-engineering-zoomcamp,5a06248c
What Python code do I put in a Mage data loader to read all partitioned Parquet files from a GCS bucket into a pandas DataFrame?,data-engineering-zoomcamp,c46a2e9e
How can I change the data loader to read only a specific date range (for example 2020-10-01 to 2020-10-31) from the partitioned Parquet files on GCS?,data-engineering-zoomcamp,c46a2e9e
How should I format the GCS path and set bucket name/blob prefix when using pyarrow.fs.GcsFileSystem so Mage finds the partition directories correctly?,data-engineering-zoomcamp,c46a2e9e
"I see 'UndefinedColumn: column ""vendor_id"" of relation ""green_taxi"" does not exist' when loading — what are the pros and cons of dropping mage.green_taxi versus setting the extractor to write with 'Replace' and increasing the extractor rows, and how do I perform each fix?",data-engineering-zoomcamp,c46a2e9e
Where can I find the pyarrow.parquet.ParquetDataset documentation and examples for using filters and reading partitioned datasets?,data-engineering-zoomcamp,c46a2e9e
Which specific MAGE files must I submit for Homework 2?,data-engineering-zoomcamp,0513ab8a
Where in MAGE can I locate the pipeline and block files for my project?,data-engineering-zoomcamp,0513ab8a
How do I download the pipeline and individual block (.py/.sql) files from MAGE to my local machine?,data-engineering-zoomcamp,0513ab8a
Which MAGE folders contain the .py and .sql files for the blocks I created?,data-engineering-zoomcamp,0513ab8a
"After downloading, where should I place the files and how do I commit them to GitHub?",data-engineering-zoomcamp,0513ab8a
How can I add the Mage folder (including exercise files and homework) into my personal Data Engineering Zoomcamp repository so Git will track those files?,data-engineering-zoomcamp,a9385356
What should I do with the .gitignore that came with the Mage folder so its ignore rules are applied in my main repo?,data-engineering-zoomcamp,a9385356
Which terminal commands do I need to run inside the Mage directory to unlink its original remote and remove its local Git metadata?,data-engineering-zoomcamp,a9385356
"Once the Mage folder's Git metadata is removed, what steps do I follow to stage, commit and push its contents into my main Zoomcamp repo?",data-engineering-zoomcamp,a9385356
Why doesn't copying the Mage folder into my Zoomcamp repo work by default with GitHub?,data-engineering-zoomcamp,a9385356
"Why does using 'and' between pandas Series comparisons raise a ""truth value of a Series is ambiguous"" error?",data-engineering-zoomcamp,c30468c0
Which operator should I use to combine multiple boolean Series conditions when filtering a DataFrame?,data-engineering-zoomcamp,c30468c0
Do I need parentheses around each comparison when joining conditions with '&'?,data-engineering-zoomcamp,c30468c0
When should I use .any() or .all() on a Series instead of combining conditions with '&'?,data-engineering-zoomcamp,c30468c0
How can I assert that vendor_id exists in the column and that passenger_count>0 and trip_distance>0 without causing the ambiguous truth-value error?,data-engineering-zoomcamp,c30468c0
Why do my Mage project files disappear after I reboot and start the Docker setup from the project folder?,data-engineering-zoomcamp,305aead7
"Is pressing Ctrl+C to stop the Mage Docker process enough to prevent file loss, or should I be using docker compose down or another shutdown method?",data-engineering-zoomcamp,305aead7
"If the files that were there yesterday are missing when the Mage web UI opens, how can I recover them?",data-engineering-zoomcamp,305aead7
"Can launching Docker from the wrong repository make my Mage workflows seem to vanish, and how do I confirm I'm in the correct directory before starting?",data-engineering-zoomcamp,305aead7
What Docker volume or bind-mount configurations should I check to ensure my Mage project files persist across restarts?,data-engineering-zoomcamp,305aead7
Why does Mage throw errors when loading my io.config.yaml file?,data-engineering-zoomcamp,77410975
Can using curly/smart quotes like “ or ” in io.config.yaml cause parsing failures?,data-engineering-zoomcamp,77410975
How should I change quotation marks in io.config.yaml to fix the errors?,data-engineering-zoomcamp,77410975
"Do I need matching quotes at both ends of a value in io.config.yaml, and which type is recommended?",data-engineering-zoomcamp,77410975
What steps can I take to find and replace incorrect trailing quotation marks in io.config.yaml?,data-engineering-zoomcamp,77410975
Why do I get a pyarrow ArrowException about opening credentials when exporting data from Mage to Google Cloud Storage?,data-engineering-zoomcamp,0952abde
What steps should I follow to fix the 'Cannot open credentials file' error so Mage can access GCS?,data-engineering-zoomcamp,0952abde
Where should I place my GCP service account JSON key inside the magic-zoomcamp project for Mage to use?,data-engineering-zoomcamp,0952abde
How do I configure Mage to use the service account JSON file (which environment variable or code change is needed)?,data-engineering-zoomcamp,0952abde
What should the JSON key file contain and how do I create it for Mage to authenticate with GCP?,data-engineering-zoomcamp,0952abde
"What does the curl error ""couldn't resolve host name"" mean and how do I fix DNS/network so Mage can reach Google Cloud APIs?",data-engineering-zoomcamp,7c4326eb
"Why can Mage not create an OAuth2 access token when trying to read bucket metadata, and how do I configure authentication to allow the request to be authenticated?",data-engineering-zoomcamp,7c4326eb
How do I set up application default credentials or a service account key for Mage so it can authenticate to Google Cloud storage?,data-engineering-zoomcamp,7c4326eb
"Could a proxy, firewall, or DNS misconfiguration cause the ""retry policy exhausted"" error when accessing a GCS bucket, and how can I diagnose and resolve that?",data-engineering-zoomcamp,7c4326eb
Are there Mage-specific settings or retry parameters I should adjust to prevent repeated failures when fetching bucket metadata?,data-engineering-zoomcamp,7c4326eb
What causes the PermissionError when Mage tries to export data to a Google Cloud Storage bucket?,data-engineering-zoomcamp,a1fc1a14
Which IAM role should I add to the service account so it can access the GCS bucket?,data-engineering-zoomcamp,a1fc1a14
What are the exact steps in the Google Cloud Console to grant that role to the service account?,data-engineering-zoomcamp,a1fc1a14
"Can I grant only the specific permission needed instead of the full Storage Admin role, and how would I do that?",data-engineering-zoomcamp,a1fc1a14
How can I verify which service account Mage is using and confirm it now has access to the bucket?,data-engineering-zoomcamp,a1fc1a14
How should I prepare my PySpark job file so Mage can submit it to a Dataproc cluster?,data-engineering-zoomcamp,6d67fba9
"Do I need to create a Dataproc cluster in GCP before triggering jobs from Mage, and what setup is required?",data-engineering-zoomcamp,6d67fba9
Which IAM role must the service account have to allow Mage to submit jobs to Dataproc?,data-engineering-zoomcamp,6d67fba9
"Where should I upload the Python job file so Dataproc can access it, and what GCS path should Mage reference?",data-engineering-zoomcamp,6d67fba9
"How can I make the gcloud CLI available to Mage (for example in the container or via Dockerfile), and is there an example guide showing how to trigger Dataproc/BigQuery from Mage?",data-engineering-zoomcamp,6d67fba9
Why does building the Docker image hang when it tries to install zip/unzip needed to unpack datasets?,data-engineering-zoomcamp,06876291
How can I make apt-get non-interactive so it doesn't block during the image build?,data-engineering-zoomcamp,06876291
Should I add the auto-confirm flag to apt-get in my Dockerfile or in the docker-compose setup to avoid prompts?,data-engineering-zoomcamp,06876291
Can I avoid installing system zip/unzip utilities by using Python's ZipFile to extract datasets inside the container?,data-engineering-zoomcamp,06876291
Is Python's ZipFile module present in standard Python images so it can reliably replace installing zip/unzip?,data-engineering-zoomcamp,06876291
Why do writes from web apps to a Google Cloud Storage bucket fail unless numeric fields allow null values (for example 64-bit integers)?,data-engineering-zoomcamp,690ba010
How can I mark integer columns as nullable before exporting data to Cloud Storage?,data-engineering-zoomcamp,690ba010
Could you give a minimal schema example that avoids write errors when saving web data to a storage bucket?,data-engineering-zoomcamp,690ba010
Is there a tool or command to convert existing integer fields to nullable 64-bit types during export?,data-engineering-zoomcamp,690ba010
Which error messages typically indicate I need to switch to nullable integer types when writing to a storage bucket?,data-engineering-zoomcamp,690ba010
Why does BigQuery raise a Parquet column type mismatch error when I load multiple files from the same GCS directory?,data-engineering-zoomcamp,b6fdd91d
How does BigQuery choose the table schema when ingesting a set of Parquet files from a directory so that later files can cause type conflicts?,data-engineering-zoomcamp,b6fdd91d
"What leads to the same column appearing as INT in some files and FLOAT in others, and why does that break the import?",data-engineering-zoomcamp,b6fdd91d
How can I make sure all files use identical column datatypes before importing them into BigQuery?,data-engineering-zoomcamp,b6fdd91d
What is a minimal pandas example to cast specific columns to fixed datatypes before serializing and uploading files to BigQuery?,data-engineering-zoomcamp,b6fdd91d
Why am I seeing gzip.BadGzipFile: Not a gzipped file (b'\n\n') when importing FHV data into a GCS bucket?,data-engineering-zoomcamp,155aa868
How do I resolve the 'Not a gzipped file' error when loading FHV CSVs to GCS?,data-engineering-zoomcamp,155aa868
What is the correct GitHub URL format for the FHV dataset to prevent gzip errors?,data-engineering-zoomcamp,155aa868
Which part of the GitHub link should I ensure is present to avoid import failures for the FHV dataset?,data-engineering-zoomcamp,155aa868
"If I used the raw file URL from GitHub and get a gzip error, what exact change should I make to the link?",data-engineering-zoomcamp,155aa868
Which course module covers the FAQ about loading data from a list of URLs into a Google Cloud Storage bucket?,data-engineering-zoomcamp,e78cf960
What is the exact FAQ topic regarding transferring files from external URLs into GCP storage?,data-engineering-zoomcamp,e78cf960
Who provided the answer to the FAQ about importing data from a URL list into a GCP bucket?,data-engineering-zoomcamp,e78cf960
In which FAQ section can I find guidance on downloading multiple external files into a Cloud Storage bucket?,data-engineering-zoomcamp,e78cf960
What is the recorded FAQ question title for moving data from URL lists into GCP storage?,data-engineering-zoomcamp,e78cf960
What causes a 'Bad character (ASCII 0)' error when querying data in a GCS bucket?,data-engineering-zoomcamp,9afa1f74
How can I inspect and fix the dataset schema to remove null-byte or bad-character issues?,data-engineering-zoomcamp,9afa1f74
"Can reading or writing the file with pandas introduce formatting that produces this error, and how do I avoid that?",data-engineering-zoomcamp,9afa1f74
What steps or wget command should I use to upload CSV.GZ files to GCS without changing their formatting?,data-engineering-zoomcamp,9afa1f74
Where can I find the Slack conversation mentioned for additional troubleshooting tips?,data-engineering-zoomcamp,9afa1f74
"I'm seeing ""bq: command not found"" when trying to use BigQuery — how can I check whether the BigQuery CLI is installed on my machine?",data-engineering-zoomcamp,fac138a7
Which gcloud command shows the list of installed components so I can confirm whether the BigQuery tool is present?,data-engineering-zoomcamp,fac138a7
"If my shell reports 'bq' as not found, is there an alternative executable name I can try to run the BigQuery CLI?",data-engineering-zoomcamp,fac138a7
How can I verify the installation status of the BigQuery Command Line Tool using gcloud?,data-engineering-zoomcamp,fac138a7
"On Windows, what executable should I try if the plain 'bq' command isn't recognized?",data-engineering-zoomcamp,fac138a7
How can I prevent unexpected BigQuery charges once my free trial credits run out?,data-engineering-zoomcamp,0174dde5
"Do I need to delete BigQuery datasets after creating them to avoid being billed, and when should I remove them?",data-engineering-zoomcamp,0174dde5
How often should I check my GCP billing to catch accidental charges from services like VMs or BigQuery?,data-engineering-zoomcamp,0174dde5
Is there a way to restrict BigQuery so it only uses free credits or otherwise caps spending?,data-engineering-zoomcamp,0174dde5
"If I notice an unexpected charge from BigQuery, what immediate actions should I take?",data-engineering-zoomcamp,0174dde5
Why can't I load data from a Cloud Storage bucket in the EU into a BigQuery dataset located in the US?,data-engineering-zoomcamp,1023ee65
How do I resolve a region mismatch when importing files from Cloud Storage into BigQuery?,data-engineering-zoomcamp,1023ee65
"Can I change the location of an existing BigQuery dataset to match my storage bucket, or must I create a new dataset?",data-engineering-zoomcamp,1023ee65
What steps should I follow to create a new BigQuery dataset in the same region as my storage bucket?,data-engineering-zoomcamp,1023ee65
How can I check the region of my Cloud Storage bucket and my BigQuery dataset before attempting a load?,data-engineering-zoomcamp,1023ee65
Why won't BigQuery load data from a Cloud Storage bucket located in a different region than the dataset?,data-engineering-zoomcamp,effd2bfa
How can I resolve an error that blocks reading from a bucket in one region and writing to a dataset in another?,data-engineering-zoomcamp,effd2bfa
"If my storage bucket is in us-central1, where must I create the BigQuery dataset to avoid location conflicts?",data-engineering-zoomcamp,effd2bfa
"Is it possible to move an existing BigQuery dataset to the same region as my bucket, or do I need to recreate it?",data-engineering-zoomcamp,effd2bfa
What causes the 'cannot read and write in different locations' error when transferring data between Cloud Storage and BigQuery?,data-engineering-zoomcamp,effd2bfa
What should I do to avoid losing my SQL script if the browser tab freezes while using BigQuery's editor?,data-engineering-zoomcamp,5b55273c
Is there an autosave feature in the BigQuery SQL editor or do I need to save queries manually?,data-engineering-zoomcamp,5b55273c
Which control in the BigQuery UI saves my current query and where are saved query files shown?,data-engineering-zoomcamp,5b55273c
"Can I store my queries outside BigQuery, and which file extension and editors give convenient syntax highlighting?",data-engineering-zoomcamp,5b55273c
"If I reload a frozen tab, is there any way to recover an unsaved query in the BigQuery editor?",data-engineering-zoomcamp,5b55273c
Can we use BigQuery's streaming inserts to perform real-time analytics for this project now?,data-engineering-zoomcamp,1835bfe0
What steps do I need to follow to set up streaming data into BigQuery for live analysis?,data-engineering-zoomcamp,1835bfe0
Are there any course or project restrictions on using BigQuery streaming in the current assignment?,data-engineering-zoomcamp,1835bfe0
What are the expected latency and cost implications of enabling real-time streaming into BigQuery?,data-engineering-zoomcamp,1835bfe0
Which GCP services (for example Pub/Sub or Dataflow) should I combine with BigQuery to build a streaming pipeline?,data-engineering-zoomcamp,1835bfe0
Why does BigQuery error when loading appended files from Cloud Storage with an invalid timestamp in the pickup time column?,data-engineering-zoomcamp,04656af5
How can I detect which rows contain malformed timestamp values before importing into a materialized table?,data-engineering-zoomcamp,04656af5
Is there a schema-based workaround that lets me query external GCS tables that include bad timestamp entries so I can clean them?,data-engineering-zoomcamp,04656af5
What is the procedure to filter out invalid timestamp rows and then insert only valid timestamp data into a materialized table?,data-engineering-zoomcamp,04656af5
Can I define the timestamp field as STRING on the external table and later convert it to TIMESTAMP when loading cleaned data into BigQuery?,data-engineering-zoomcamp,04656af5
Why does BigQuery return an error about timestamp annotation when I load Parquet files written in Python?,data-engineering-zoomcamp,2d6536d3
How can I write Parquet timestamps so BigQuery recognizes them as valid TIMESTAMP values?,data-engineering-zoomcamp,2d6536d3
What parameter should I add to pq.write_to_dataset to output INT96 timestamps?,data-engineering-zoomcamp,2d6536d3
Could using pd.read_parquet or pd.to_datetime affect the Parquet timestamp format and cause this error?,data-engineering-zoomcamp,2d6536d3
Where can I find discussions about PyArrow/PySpark Parquet timestamp compatibility and related BigQuery issues?,data-engineering-zoomcamp,2d6536d3
"Why do datetime columns exported from a Pandas DataFrame to Parquet appear as integers in BigQuery, and how can I stop that from happening?",data-engineering-zoomcamp,0516ccbe
How can I modify the final Mage data_exporter to use PyArrow when writing Parquet to Google Cloud Storage so BigQuery loads timestamps correctly?,data-engineering-zoomcamp,0516ccbe
"What does setting coerce_timestamps='us' do, and is it necessary to convert epoch-millisecond integer columns to microseconds before BigQuery ingestion?",data-engineering-zoomcamp,0516ccbe
When should I provide an explicit PyArrow schema with pa.timestamp(...) instead of relying on automatic type inference from the DataFrame?,data-engineering-zoomcamp,0516ccbe
What environment variables or filesystem settings (for example service account credentials or GcsFileSystem) do I need to configure to write Parquet files from Mage to GCS using PyArrow?,data-engineering-zoomcamp,0516ccbe
How can I create an external BigQuery table from Parquet files stored in a GCS bucket using Python?,data-engineering-zoomcamp,6052513d
What steps and sample client code are needed to set source_uris and enable autodetect when creating an external BigQuery table?,data-engineering-zoomcamp,6052513d
How do I configure a Table object's external_data_configuration and set the external source format before calling client.create_table?,data-engineering-zoomcamp,6052513d
Which value should I use for the external source format for Parquet files and how can I confirm the format after the table is created?,data-engineering-zoomcamp,6052513d
Where can I find the official Google Cloud documentation on using Cloud Storage as external data for BigQuery?,data-engineering-zoomcamp,6052513d
How can I check if a BigQuery table exists using the Python client before calling create_table?,data-engineering-zoomcamp,7a71fa2c
What code pattern will return True when client.get_table finds a table and False when it does not?,data-engineering-zoomcamp,7a71fa2c
Where can I find a reference about overwriting existing tables or views with the BigQuery API?,data-engineering-zoomcamp,7a71fa2c
"When creating an external table in Python, should I check for the table's existence before invoking client.create_table?",data-engineering-zoomcamp,7a71fa2c
How should I handle exceptions when checking for a table to determine whether it exists?,data-engineering-zoomcamp,7a71fa2c
What steps fix the BigQuery error 'Missing close double quote' when importing CSVs from Google Cloud Storage?,data-engineering-zoomcamp,f83d9435
How can I load compressed CSVs (for example .csv.gz) from a GCS bucket into BigQuery using Cloud Shell?,data-engineering-zoomcamp,f83d9435
Which bq load flags should I use to allow quoted newlines and let BigQuery autodetect the schema?,data-engineering-zoomcamp,f83d9435
How do I specify a wildcard file pattern in the bq load command to import multiple CSV files at once?,data-engineering-zoomcamp,f83d9435
"Is it necessary to set --source_format=CSV when loading CSV data from GCS into BigQuery, and why?",data-engineering-zoomcamp,f83d9435
Why can't BigQuery read from a Cloud Storage bucket in asia-south2 and write to a dataset in the US?,data-engineering-zoomcamp,dbf65e11
How do I check the region (location) of my Google Cloud Storage bucket?,data-engineering-zoomcamp,dbf65e11
How can I create a BigQuery dataset in the same region as my storage bucket?,data-engineering-zoomcamp,dbf65e11
Can I change the location of an existing BigQuery dataset to match my bucket instead of recreating it?,data-engineering-zoomcamp,dbf65e11
Is there a way to transfer data between datasets in different regions without matching their locations?,data-engineering-zoomcamp,dbf65e11
"What settings (runtime, entry point, and trigger) should I use when deploying this Python Cloud Function?",data-engineering-zoomcamp,c489266b
"How does the function authenticate to BigQuery in Cloud Functions, and what IAM roles or service account permissions are required?",data-engineering-zoomcamp,c489266b
"If I want to load a different year or dataset, which parts of the script do I need to change (URL pattern, month range, and table identifier)?",data-engineering-zoomcamp,c489266b
"Why does the script write the downloaded bytes to a temporary file before loading, and what error does that avoid?",data-engineering-zoomcamp,c489266b
"The load job config includes an explicit schema and autodetect=True — how do these interact, and how can I prevent schema mismatches when source CSVs vary?",data-engineering-zoomcamp,c489266b
Why would count(distinct(*)) give the same result for an external table and a materialized view?,data-engineering-zoomcamp,ebd63566
How do I prevent BigQuery from returning cached results when comparing those tables?,data-engineering-zoomcamp,ebd63566
Where in the BigQuery query settings can I disable query caching?,data-engineering-zoomcamp,ebd63566
Does turning off the query cache change query cost or performance when checking counts across tables?,data-engineering-zoomcamp,ebd63566
Is it possible to disable caching for a single query rather than changing the global settings?,data-engineering-zoomcamp,ebd63566
Why does BigQuery complain about a Parquet column DOlocationID being INT64 while the target is DOUBLE when I load my files?,data-engineering-zoomcamp,f7252f17
How can Pandas' handling of missing values cause integer ID columns to become floats before writing Parquet?,data-engineering-zoomcamp,f7252f17
What code should I use in Pandas to cast PUlocationID and DOlocationID to nullable integers so BigQuery types match?,data-engineering-zoomcamp,f7252f17
"Why should I use the pandas ""Int64"" dtype instead of int64 for columns that may have missing values?",data-engineering-zoomcamp,f7252f17
At what stage of the ETL pipeline should I define column data types to prevent BigQuery load/type errors?,data-engineering-zoomcamp,f7252f17
